"","psraid","age","race","sex","inc","cable1","q5f","q5d","date2a","game1","game3a","job5d","snsjob2a","ideo"
"1033",201342,46,1,1,9,1,1,1,2,1,1,2,1,4
"1034",201347,21,1,2,1,1,1,1,2,1,1,NA,2,8
"1035",201368,34,1,2,6,2,NA,NA,2,1,1,1,2,4
"1036",201372,55,1,1,98,1,NA,NA,NA,2,1,NA,NA,2
"1037",201374,34,1,1,8,1,NA,NA,2,1,1,NA,2,5
"1038",201378,37,1,2,6,2,NA,NA,NA,2,1,NA,NA,2
"1039",201381,26,1,1,4,2,NA,NA,2,2,2,1,2,3
"1040",201383,65,1,2,1,2,NA,NA,2,2,1,NA,NA,2
"1041",201386,21,4,2,6,1,1,2,1,1,1,1,2,3
"1042",201394,24,1,1,5,2,1,1,2,1,1,1,1,2
"1043",201396,74,1,2,99,1,1,2,2,2,2,NA,2,4
"1044",201397,57,1,2,2,2,2,2,NA,1,2,1,2,2
"1045",201398,72,3,2,1,2,2,2,2,2,8,NA,NA,3
"1046",201416,47,1,1,9,1,2,1,2,1,1,1,2,2
"1047",201425,24,1,1,6,1,NA,NA,1,1,2,1,1,4
"1048",201435,19,1,1,8,1,NA,NA,2,1,1,1,2,4
"1049",201437,57,1,2,1,2,NA,NA,NA,1,2,NA,NA,8
"1050",201441,44,1,1,3,2,1,2,NA,2,2,2,2,4
"1051",201448,29,1,1,6,2,NA,NA,2,2,1,2,2,2
"1052",201451,34,1,1,8,2,1,1,2,1,1,2,2,3
"1053",201452,23,1,1,4,2,1,1,2,1,1,1,2,3
"1054",201458,26,2,1,3,2,1,1,2,1,1,1,2,3
"1055",201459,68,1,2,99,1,NA,NA,2,1,8,NA,2,2
"1056",201460,56,2,1,98,2,NA,NA,NA,2,1,NA,NA,1
"1057",201461,55,1,2,1,1,NA,NA,2,1,1,NA,1,2
"1058",201468,31,1,2,6,1,NA,NA,1,1,1,1,1,2
"1059",201469,36,1,2,7,1,NA,NA,2,1,1,1,2,3
"1060",201470,83,1,2,2,1,NA,NA,2,1,1,NA,NA,2
"1061",201471,99,1,1,7,1,NA,NA,2,1,1,2,1,5
"1062",201474,54,1,2,9,1,1,1,2,1,1,2,2,3
"1063",201476,45,1,2,2,2,2,2,2,2,1,NA,2,3
"1064",201482,18,2,1,1,2,1,1,2,2,1,1,2,2
"1065",201483,53,1,1,4,1,1,1,2,2,2,1,1,2
"1066",201486,18,2,1,98,1,NA,NA,2,1,2,NA,2,8
"1067",201487,62,1,1,4,1,NA,NA,NA,2,1,1,NA,2
"1068",201488,58,2,1,3,2,1,2,NA,2,2,1,NA,8
"1069",201492,73,6,1,2,2,2,2,NA,2,2,NA,NA,5
"1070",201493,98,1,1,98,2,NA,NA,2,1,1,NA,2,3
"1071",201502,45,1,2,8,1,1,1,2,1,1,2,2,2
"1072",201507,62,1,1,9,1,NA,NA,2,2,1,2,2,2
"1073",201509,43,1,2,9,1,NA,NA,2,2,1,1,2,4
"1074",201511,20,1,2,4,1,1,2,2,1,1,1,2,2
"1075",201512,72,1,2,2,1,2,2,2,2,1,NA,NA,5
"1076",201515,50,6,1,2,2,1,2,NA,2,1,1,2,2
"1077",201516,70,1,1,3,1,2,2,NA,2,8,NA,NA,3
"1078",201519,44,1,1,6,1,NA,NA,2,1,1,2,2,3
"1079",201520,52,1,2,1,1,NA,NA,NA,2,1,1,NA,2
"1080",201521,34,1,1,9,2,1,1,1,1,1,1,2,4
"1081",201524,52,1,2,2,2,NA,NA,2,2,1,1,2,2
"1082",201535,57,4,2,1,2,NA,NA,2,1,1,NA,NA,3
"1083",201540,64,1,1,2,2,2,2,2,2,2,NA,NA,3
"1084",201546,23,2,2,1,1,NA,NA,2,2,1,1,NA,2
"1085",201548,46,1,2,7,1,NA,NA,2,1,2,1,2,3
"1086",201551,60,1,1,2,2,2,2,NA,2,8,NA,NA,3
"1087",201555,54,1,1,1,1,2,2,NA,2,8,NA,2,4
"1088",201557,72,1,2,3,1,2,2,2,1,8,NA,2,2
"1089",201563,38,6,1,2,1,1,1,2,1,2,1,2,5
"1090",201572,31,2,1,99,1,NA,NA,2,1,1,NA,NA,4
"1091",201576,56,1,2,5,1,1,1,NA,1,1,NA,NA,3
"1092",201577,29,2,2,5,2,NA,NA,2,1,1,NA,2,3
"1093",201584,81,1,1,99,1,NA,NA,NA,2,8,NA,NA,3
"1094",201591,51,5,1,7,1,NA,NA,NA,2,1,2,2,2
"1095",201593,26,1,2,1,1,NA,NA,1,2,1,2,2,4
"1096",201597,56,1,2,2,2,NA,NA,NA,1,1,NA,NA,4
"1097",201598,60,2,2,4,1,NA,NA,2,2,2,2,NA,4
"1098",201603,49,1,1,9,1,2,1,2,1,2,1,2,3
"1099",201609,63,1,2,4,1,2,2,NA,2,1,NA,NA,3
"1100",201617,66,1,1,6,1,2,1,2,2,2,NA,NA,2
"1101",201632,61,1,1,1,1,NA,NA,NA,1,1,NA,NA,4
"1102",201639,31,1,1,9,2,1,1,2,2,1,2,2,3
"1103",201642,64,1,1,7,1,NA,NA,2,1,1,NA,2,2
"1104",201652,28,1,1,2,1,1,2,2,1,1,1,NA,5
"1105",201653,20,1,1,6,1,1,1,2,2,1,2,2,3
"1106",201659,30,2,2,1,1,NA,NA,1,1,1,1,2,3
"1107",201664,57,2,1,2,1,2,2,NA,1,1,1,NA,3
"1108",201668,98,1,1,2,1,1,1,NA,2,1,2,NA,8
"1109",201670,43,1,2,2,8,1,2,2,2,1,NA,2,2
"1110",201677,36,1,1,6,1,NA,NA,2,1,1,2,1,3
"1111",201682,29,1,1,7,1,NA,NA,2,1,1,1,2,4
"1112",201684,64,1,1,2,1,NA,NA,NA,2,8,NA,NA,3
"1113",201695,29,1,1,9,2,NA,NA,2,1,1,2,2,3
"1114",201696,47,2,2,1,2,NA,NA,NA,1,2,NA,NA,5
"1115",201699,60,1,1,2,1,2,2,1,1,2,NA,NA,3
"1116",201700,55,1,1,8,1,NA,NA,NA,2,1,1,2,1
"1117",201701,78,1,2,5,1,NA,NA,NA,2,1,NA,NA,3
"1118",201704,51,2,1,6,1,1,1,2,2,1,1,2,3
"1119",201705,29,1,2,6,1,1,1,2,2,1,1,8,3
"1120",201709,54,1,2,98,1,NA,NA,1,1,2,NA,2,5
"1121",201712,36,1,1,5,1,1,1,2,1,1,1,2,4
"1122",201713,50,1,2,9,1,NA,NA,2,1,1,2,2,3
"1123",201714,34,3,2,2,1,1,1,2,1,1,2,1,2
"1124",201718,60,2,2,3,1,2,2,NA,2,1,NA,NA,1
"1125",201722,19,1,1,4,1,NA,NA,1,1,1,1,1,2
"1126",201723,39,1,1,7,1,1,2,2,2,1,1,2,2
"1127",201724,24,1,1,6,2,1,1,1,2,2,1,2,3
"1128",201726,72,1,2,2,1,2,2,NA,1,1,NA,2,2
"1129",201727,19,1,1,2,2,1,1,2,1,1,1,2,2
"1130",201728,70,1,2,99,1,NA,NA,NA,1,2,NA,2,4
"1131",201738,57,1,1,2,1,2,1,1,2,1,1,1,2
"1132",201741,38,1,1,9,2,NA,NA,2,1,1,1,NA,3
"1133",201742,37,1,2,7,1,NA,NA,2,2,1,1,NA,3
"1134",201756,39,1,1,7,2,NA,NA,2,2,1,2,2,5
"1135",201760,40,2,2,98,1,1,2,2,2,1,1,2,3
"1136",201767,23,1,2,4,1,1,2,2,2,1,1,2,3
"1137",201768,37,1,1,8,1,1,1,2,1,1,2,NA,3
"1138",201771,54,1,1,9,1,NA,NA,2,2,1,1,2,3
"1139",201778,21,1,2,1,2,2,2,NA,2,1,1,NA,3
"1140",201783,48,1,2,5,1,NA,NA,2,2,1,1,NA,4
"1141",201786,24,1,2,2,2,NA,NA,NA,2,1,NA,2,2
"1142",201789,20,1,2,1,1,NA,NA,1,2,2,1,2,5
"1143",201792,40,8,2,4,1,1,2,2,1,1,1,2,8
"1144",201793,30,1,2,98,2,NA,NA,2,1,1,NA,2,8
"1145",201797,24,4,2,8,1,1,2,1,1,2,1,2,4
"1146",201801,61,2,2,2,1,1,2,2,2,8,1,NA,3
"1147",201805,62,9,2,99,1,1,2,2,2,1,1,NA,3
"1148",201817,49,2,1,2,2,1,2,2,1,1,NA,NA,2
"1149",201819,22,1,2,1,2,NA,NA,2,2,1,NA,2,4
"1150",201823,42,1,1,4,1,NA,NA,1,2,1,1,2,3
"1151",201827,26,1,1,4,1,NA,NA,2,1,1,1,2,8
"1152",201828,52,1,1,7,1,2,2,2,2,2,NA,NA,3
"1153",201831,45,6,2,1,1,NA,NA,NA,2,1,1,NA,4
"1154",201836,35,1,2,1,1,NA,NA,NA,2,2,NA,2,8
"1155",201843,19,2,2,5,1,NA,NA,NA,1,1,1,1,2
"1156",201848,61,1,1,9,1,1,1,2,2,1,2,1,4
"1157",201850,43,1,1,99,1,1,1,2,1,2,2,2,2
"1158",201856,56,1,1,5,1,2,2,2,2,1,2,2,4
"1159",201857,41,2,2,4,1,1,1,1,1,1,2,1,4
"1160",201868,62,1,1,6,2,NA,NA,2,2,1,1,2,3
"1161",201870,69,1,1,99,1,2,2,2,2,2,NA,2,2
"1162",201878,20,1,1,4,2,1,1,1,1,1,1,2,3
"1163",201881,34,1,1,8,1,1,1,2,2,1,2,2,3
"1164",201883,29,1,2,8,1,1,1,2,2,1,2,2,2
"1165",201892,36,1,2,2,1,1,1,2,1,1,1,2,3
"1166",201897,41,1,1,4,2,1,1,2,2,1,1,NA,9
"1167",201908,43,1,2,9,1,1,2,2,1,2,1,2,4
"1168",201914,48,1,2,8,1,NA,NA,2,1,1,2,2,3
"1169",201919,36,1,1,5,1,NA,NA,1,2,2,1,2,2
"1170",201920,57,1,2,1,1,NA,NA,NA,1,2,NA,2,3
"1171",201921,23,6,1,1,1,2,2,NA,1,1,1,2,4
"1172",201928,32,1,1,2,1,NA,NA,2,1,1,1,2,2
"1173",201930,56,2,2,7,1,NA,NA,2,1,8,2,2,3
"1174",201933,66,2,1,9,1,1,2,2,1,1,2,1,2
"1175",201934,47,1,1,8,1,NA,NA,2,2,1,2,1,3
"1176",201936,53,1,1,8,1,1,1,2,2,1,2,2,3
"1177",201940,67,1,1,99,1,1,1,2,2,1,2,2,2
"1178",201942,70,1,1,4,2,2,2,NA,2,2,NA,NA,4
"1179",201947,40,4,1,7,1,1,1,2,1,1,2,2,3
"1180",201955,52,1,2,5,2,1,2,2,1,2,8,1,2
"1181",201957,64,1,2,2,2,2,2,NA,2,1,NA,NA,5
"1182",201967,41,1,1,9,1,NA,NA,2,1,2,1,2,9
"1183",201970,45,4,2,98,1,1,2,2,1,1,1,2,2
"1184",201982,22,1,1,99,1,NA,NA,2,2,1,2,2,4
"1185",201983,62,1,1,9,1,2,2,NA,1,8,NA,2,2
"1186",201985,34,1,1,8,1,1,1,2,2,1,2,2,2
"1187",201987,59,1,1,9,1,2,2,2,2,2,1,NA,2
"1188",201988,43,1,2,5,2,NA,NA,2,1,1,NA,2,2
"1189",201989,38,4,1,4,2,2,2,NA,2,1,1,2,1
"1190",201992,45,1,1,8,2,NA,NA,2,1,2,2,1,3
"1191",201994,79,1,2,98,1,NA,NA,2,2,8,NA,NA,8
"1192",202001,27,1,2,3,1,1,1,NA,1,1,1,2,5
"1193",202010,39,1,2,4,2,2,2,2,1,2,1,2,8
"1194",202013,78,1,2,3,1,NA,NA,NA,1,2,NA,NA,1
"1195",202016,45,1,1,9,1,1,1,2,2,1,1,1,4
"1196",202018,41,2,2,9,1,NA,NA,2,2,2,2,2,5
"1197",202022,44,1,1,8,1,NA,NA,1,1,2,2,1,2
"1198",202025,18,1,1,7,1,NA,NA,2,1,2,NA,2,4
"1199",202031,47,1,1,9,1,NA,NA,2,2,1,2,2,2
"1200",202034,31,1,1,3,1,1,2,2,1,2,1,2,5
"1201",202041,21,1,1,7,1,1,2,1,1,1,NA,NA,8
"1202",202044,70,1,1,8,1,2,2,2,1,1,2,2,1
"1203",202047,42,2,1,4,1,1,1,2,1,1,1,2,3
"1204",202053,59,2,2,9,1,NA,NA,1,1,1,NA,2,3
"1205",202054,25,1,2,3,2,NA,NA,2,2,2,2,2,3
"1206",202057,72,1,2,99,1,NA,NA,NA,1,2,NA,2,4
"1207",202060,49,3,2,4,1,1,1,NA,1,1,1,1,4
"1208",202066,62,1,2,6,2,NA,NA,2,1,2,2,2,3
"1209",202069,26,2,2,1,1,NA,NA,2,1,1,1,NA,2
"1210",202070,39,1,2,7,1,NA,NA,2,1,1,NA,2,3
"1211",202071,60,1,1,8,1,2,1,1,2,2,1,2,2
"1212",202072,47,1,2,9,1,2,1,2,2,1,NA,2,2
"1213",202073,58,1,2,4,2,NA,NA,NA,2,1,2,2,3
"1214",202077,55,6,2,4,1,NA,NA,2,2,2,1,2,1
"1215",202080,40,6,1,3,2,NA,NA,2,2,1,1,2,8
"1216",202085,56,1,2,7,1,NA,NA,NA,2,1,1,2,1
"1217",202097,40,1,1,5,1,NA,NA,2,2,2,NA,NA,4
"1218",202110,57,1,1,9,1,2,1,2,2,1,2,2,3
"1219",202115,60,1,1,7,2,2,2,2,2,1,NA,NA,4
"1220",202117,59,2,1,3,2,NA,NA,NA,2,2,1,NA,3
"1221",202126,61,1,1,1,1,NA,NA,NA,2,8,NA,NA,4
"1222",202128,35,1,1,6,1,NA,NA,2,2,2,1,2,4
"1223",202133,49,1,1,8,1,1,1,2,2,8,1,2,2
"1224",202138,63,1,1,2,1,1,2,1,2,1,NA,NA,1
"1225",202139,45,4,2,8,1,1,1,2,2,1,2,2,3
"1226",202143,24,1,1,6,1,NA,NA,2,1,1,NA,2,2
"1227",202147,65,2,2,5,1,NA,NA,2,2,1,1,2,3
"1228",202152,48,2,2,1,2,NA,NA,NA,2,2,NA,NA,3
"1229",202156,76,1,1,5,1,2,2,NA,2,8,NA,NA,3
"1230",202162,86,1,2,99,1,NA,NA,NA,2,1,NA,NA,5
"1231",202167,28,2,1,5,1,1,1,2,1,2,1,2,5
"1232",202169,65,1,1,99,2,NA,NA,NA,2,1,NA,NA,3
"1233",202171,25,1,2,2,1,1,2,2,1,1,1,NA,2
"1234",202176,45,1,1,6,1,1,2,2,2,1,1,2,2
"1235",202177,57,1,1,9,1,1,1,2,1,1,NA,2,3
"1236",202184,60,1,1,7,1,NA,NA,2,2,8,1,NA,2
"1237",202190,32,3,1,7,2,1,2,2,1,1,1,8,8
"1238",202192,19,1,2,1,1,1,2,2,1,1,1,2,1
"1239",202201,32,1,2,8,1,NA,NA,2,2,2,1,1,3
"1240",202202,80,1,2,7,1,NA,NA,NA,2,1,NA,NA,2
"1241",202208,29,2,1,2,1,2,1,NA,1,1,2,NA,8
"1242",202211,99,9,1,9,2,NA,NA,NA,1,1,NA,NA,9
"1243",202223,20,2,2,99,2,NA,NA,2,1,2,NA,2,4
"1244",202225,26,1,1,6,1,1,1,2,1,1,1,2,3
"1245",202233,40,1,1,2,1,NA,NA,1,1,1,1,NA,4
"1246",202235,52,1,2,8,1,1,1,2,1,1,1,2,3
"1247",202242,32,1,1,3,1,NA,NA,2,1,2,2,8,3
"1248",202251,81,1,1,3,1,2,2,NA,2,8,NA,NA,1
"1249",202253,55,1,1,99,1,NA,NA,NA,1,1,1,NA,3
"1250",202254,28,1,1,2,1,NA,NA,1,1,1,NA,2,3
"1251",202255,33,1,1,3,1,NA,NA,1,1,1,1,2,8
"1252",202268,65,1,1,9,1,1,1,2,2,1,2,NA,3
"1253",202273,20,1,2,7,1,NA,NA,1,1,1,1,2,5
"1254",202275,68,1,1,9,1,NA,NA,2,2,1,NA,NA,2
"1255",202284,68,3,2,9,1,NA,NA,2,2,2,NA,NA,2
"1256",202287,45,1,2,99,2,NA,NA,NA,1,2,NA,NA,8
"1257",202291,75,1,1,1,1,2,2,NA,2,2,NA,NA,4
"1258",202295,47,1,2,99,1,1,2,2,2,1,1,2,1
"1259",202298,50,1,2,3,2,NA,NA,NA,2,1,1,2,3
"1260",202299,99,1,2,99,1,NA,NA,2,2,1,NA,NA,4
"1261",202304,70,1,2,2,1,NA,NA,2,2,1,NA,NA,5
"1262",202305,60,1,1,7,1,2,2,NA,2,2,8,NA,3
"1263",202307,29,1,2,1,2,1,2,NA,1,1,NA,NA,3
"1264",202308,64,1,1,7,1,NA,NA,2,2,1,NA,2,2
"1265",202310,56,1,1,7,1,2,2,NA,2,2,1,NA,2
"1266",202311,53,1,1,9,1,2,2,2,2,1,1,NA,2
"1267",202313,23,1,1,3,2,1,2,1,1,2,2,2,1
"1268",202319,65,1,1,5,2,2,2,NA,2,8,NA,NA,2
"1269",202324,38,1,2,7,1,NA,NA,2,1,1,NA,2,4
"1270",202330,50,1,1,99,2,NA,NA,2,2,1,2,1,5
"1271",202335,57,2,2,8,1,NA,NA,2,1,8,NA,2,5
"1272",202336,25,2,1,3,1,NA,NA,2,1,2,1,1,2
"1273",202340,30,1,1,8,2,NA,NA,2,1,2,2,1,4
"1274",202343,43,2,2,2,1,1,1,1,2,1,NA,2,2
"1275",202344,32,1,2,1,1,1,2,2,1,1,1,2,5
"1276",202346,33,1,1,1,1,2,1,2,2,1,1,NA,3
"1277",202347,25,1,1,2,1,NA,NA,NA,2,1,1,NA,4
"1278",202351,26,2,1,7,1,1,1,2,2,2,1,1,4
"1279",202354,18,2,1,98,1,2,1,2,1,2,NA,2,8
"1280",202355,40,1,1,5,2,1,1,2,1,1,1,2,4
"1281",202357,44,1,2,8,1,NA,NA,1,2,2,2,2,2
"1282",202363,39,1,2,7,1,1,2,2,2,2,1,2,2
"1283",202365,62,1,1,1,1,NA,NA,NA,2,1,NA,NA,4
"1284",202366,62,1,2,7,1,NA,NA,2,1,1,2,NA,3
"1285",202372,80,1,1,7,1,NA,NA,NA,2,1,NA,NA,3
"1286",202383,20,2,1,9,2,NA,NA,2,1,2,2,2,4
"1287",202384,51,1,2,6,1,NA,NA,2,1,2,1,2,1
"1288",202390,26,1,2,4,2,1,2,2,1,1,1,NA,3
"1289",202391,20,3,1,8,2,2,2,NA,2,2,2,NA,8
"1290",202395,34,1,1,9,1,NA,NA,2,1,2,1,2,4
"1291",202398,59,2,1,4,1,NA,NA,2,1,1,1,NA,4
"1292",202419,60,2,1,9,1,NA,NA,2,2,2,2,2,3
"1293",202426,67,1,1,6,1,NA,NA,NA,2,8,NA,2,1
"1294",202429,24,1,2,4,2,2,2,2,1,1,NA,2,1
"1295",202433,45,5,1,8,1,NA,NA,2,2,1,2,2,4
"1296",202436,23,4,1,4,1,NA,NA,2,1,1,1,2,3
"1297",202439,24,4,2,99,2,1,1,2,2,1,1,2,4
"1298",202443,60,1,1,99,1,2,2,NA,2,1,NA,2,4
"1299",202448,45,1,1,8,2,2,2,2,2,2,2,2,3
"1300",202459,66,1,1,5,1,2,1,2,2,2,NA,NA,5
"1301",202468,20,2,1,5,1,NA,NA,2,1,1,1,2,2
"1302",202469,46,1,1,5,1,NA,NA,2,1,1,1,2,2
"1303",202473,43,4,1,99,1,2,2,2,2,1,1,2,1
"1304",202482,72,1,2,99,1,1,1,2,2,1,NA,2,4
"1305",202495,18,1,1,6,2,1,1,2,1,1,NA,2,3
"1306",202498,80,1,1,4,1,NA,NA,2,2,2,NA,NA,2
"1307",202502,44,6,2,1,1,NA,NA,2,1,2,NA,2,3
"1308",202503,29,6,1,2,1,NA,NA,2,1,1,2,2,3
"1309",202504,27,1,2,9,1,NA,NA,2,2,1,1,2,2
"1310",202505,60,2,2,4,1,NA,NA,2,1,1,1,2,3
"1311",202508,61,1,1,6,2,2,2,2,2,8,NA,NA,4
"1312",202513,35,1,1,3,1,1,1,2,2,2,2,2,1
"1313",202520,21,1,2,7,1,1,1,1,2,1,1,2,5
"1314",202521,49,1,2,8,1,NA,NA,2,1,1,NA,2,8
"1315",202525,55,2,2,98,1,2,2,2,2,1,1,NA,5
"1316",202531,65,2,2,1,1,2,2,2,2,8,NA,NA,8
"1317",202539,42,1,2,7,1,NA,NA,2,2,1,2,2,2
"1318",202540,25,1,2,6,1,NA,NA,2,2,1,NA,2,3
"1319",202543,69,1,2,99,1,NA,NA,NA,2,2,NA,NA,2
"1320",202546,61,1,1,1,2,2,2,2,2,1,NA,NA,4
"1321",202551,24,1,1,5,1,1,2,NA,1,1,2,NA,5
"1322",202552,34,1,1,99,1,1,1,2,2,1,1,2,3
"1323",202562,45,2,2,6,1,NA,NA,1,2,1,1,2,3
"1324",202563,53,1,1,6,1,2,1,2,2,1,1,NA,3
"1325",202571,31,2,2,4,1,NA,NA,2,2,2,1,2,3
"1326",202573,65,1,1,8,1,2,2,2,2,2,NA,2,2
"1327",202580,26,1,2,7,1,1,1,2,2,1,1,2,2
"1328",202583,55,1,1,9,1,NA,NA,2,1,1,2,2,3
"1329",202586,33,1,1,6,1,2,2,NA,1,1,2,NA,3
"1330",202591,61,1,2,5,1,2,2,2,1,2,1,2,5
"1331",202594,55,1,2,6,1,NA,NA,NA,1,1,1,NA,3
"1332",202595,47,6,2,1,1,1,2,2,1,1,NA,NA,8
"1333",202596,18,1,2,4,1,NA,NA,1,2,2,1,1,2
"1334",202598,28,3,2,9,2,NA,NA,1,1,1,2,1,4
"1335",202600,63,1,2,9,1,NA,NA,2,1,1,NA,2,3
"1336",202607,26,6,2,2,2,NA,NA,2,1,1,NA,2,5
"1337",202621,63,6,2,98,2,2,2,2,2,2,NA,NA,8
"1338",202628,55,1,1,7,1,1,1,2,1,2,1,NA,3
"1339",202629,74,1,2,9,1,1,2,2,2,1,NA,2,4
"1340",202643,33,4,2,7,2,1,2,2,1,1,2,2,4
"1341",202648,24,1,2,2,1,NA,NA,2,2,1,1,2,3
"1342",202655,65,1,1,9,1,1,1,2,2,1,2,2,2
"1343",202657,47,6,2,3,1,2,2,NA,2,1,NA,NA,3
"1344",202672,58,6,1,6,1,1,1,2,1,1,2,NA,4
"1345",202678,19,1,1,4,1,1,2,2,1,2,1,NA,3
"1346",202681,30,6,1,3,1,1,1,2,1,2,1,2,3
"1347",202682,32,1,2,8,1,2,2,2,1,2,1,NA,3
"1348",202696,99,3,1,9,1,NA,NA,2,2,1,2,1,2
"1349",202697,48,1,2,4,2,1,2,2,1,1,1,2,3
"1350",202698,36,1,1,9,1,1,1,1,1,1,1,2,4
"1351",202700,35,1,2,8,1,NA,NA,2,1,2,NA,8,4
"1352",202709,61,1,1,9,1,NA,NA,2,1,2,2,2,3
"1353",202711,22,6,2,4,2,NA,NA,2,2,1,2,2,3
"1354",202715,30,1,1,7,2,1,2,2,1,1,2,2,2
"1355",202716,50,1,1,8,1,2,1,2,1,2,1,NA,3
"1356",202727,23,6,2,7,1,NA,NA,2,1,1,2,NA,4
"1357",202728,33,1,2,5,2,1,1,2,1,1,2,NA,3
"1358",202729,62,1,1,99,1,2,2,2,2,8,2,NA,5
"1359",202732,20,6,2,2,1,NA,NA,NA,2,1,NA,2,4
"1360",202735,21,1,1,3,2,NA,NA,2,1,1,1,2,3
"1361",202736,65,1,2,8,1,NA,NA,2,1,2,1,2,2
"1362",202743,25,1,1,2,2,1,2,2,1,2,1,NA,4
"1363",202745,93,1,2,3,2,NA,NA,NA,2,8,NA,NA,3
"1364",202750,61,1,2,5,1,NA,NA,NA,1,2,NA,2,2
"1365",202754,39,1,2,5,1,1,2,2,1,2,1,2,3
"1366",202758,29,1,1,3,1,1,1,2,1,2,1,1,4
"1367",202765,33,1,1,99,1,NA,NA,2,2,1,1,2,1
"1368",202775,19,1,1,9,1,NA,NA,1,2,2,2,2,3
"1369",202780,70,1,2,5,2,NA,NA,2,1,2,NA,NA,2
"1370",202782,46,2,2,99,1,NA,NA,NA,1,2,1,2,3
"1371",202783,61,2,1,99,2,NA,NA,NA,1,2,NA,NA,8
"1372",202784,26,1,1,6,2,1,1,1,1,2,1,2,3
"1373",202785,32,1,1,4,2,1,2,2,2,1,1,NA,1
"1374",202786,43,1,1,9,1,1,1,2,1,1,2,1,3
"1375",202792,31,1,1,1,1,2,1,2,1,2,2,1,2
"1376",202793,37,1,1,4,1,NA,NA,2,2,1,1,NA,5
"1377",202796,80,1,2,6,1,2,2,NA,2,1,NA,NA,2
"1378",202799,30,4,2,4,1,NA,NA,2,1,2,2,2,2
"1379",202801,64,2,1,2,1,NA,NA,NA,2,2,NA,NA,3
"1380",202807,61,1,1,2,1,2,2,2,2,2,NA,NA,2
"1381",202820,22,2,1,1,2,1,1,2,1,1,NA,2,2
"1382",202823,59,1,1,6,1,NA,NA,NA,1,1,NA,NA,3
"1383",202824,52,1,1,4,1,1,1,2,1,1,1,2,3
"1384",202828,59,1,1,8,1,2,2,NA,2,1,2,NA,1
"1385",202830,72,1,2,99,1,2,2,2,2,1,NA,2,3
"1386",202835,30,1,2,8,1,NA,NA,2,2,8,1,2,3
"1387",202840,41,1,1,5,2,1,1,2,1,1,NA,2,9
"1388",202846,25,1,1,4,2,NA,NA,NA,2,2,2,2,4
"1389",202850,99,1,2,99,2,NA,NA,2,2,1,NA,2,1
"1390",202852,64,1,2,1,1,2,2,NA,2,2,NA,NA,2
"1391",202856,25,2,1,7,1,NA,NA,2,1,1,1,2,9
"1392",202857,60,1,1,9,1,NA,NA,2,2,2,2,NA,3
"1393",202861,26,1,2,7,1,NA,NA,2,1,1,NA,2,2
"1394",202863,28,1,1,5,2,1,2,1,2,1,2,2,9
"1395",202869,32,3,1,6,2,NA,NA,2,1,1,2,2,2
"1396",202875,72,1,1,99,1,NA,NA,2,2,1,NA,2,1
"1397",202877,68,1,1,98,1,2,2,2,1,1,NA,NA,8
"1398",202878,66,1,2,9,1,NA,NA,2,2,1,1,2,2
"1399",202881,31,1,1,4,1,2,2,2,1,2,1,2,8
"1400",202882,57,1,1,7,2,1,2,NA,1,2,1,2,2
"1401",202891,52,1,1,98,1,NA,NA,NA,2,1,NA,NA,8
"1402",202894,24,1,2,2,1,NA,NA,2,1,1,1,2,3
"1403",202895,23,1,2,8,1,NA,NA,2,2,1,1,1,3
"1404",202901,51,1,1,98,1,2,1,2,1,1,2,NA,2
"1405",202904,62,1,1,1,1,NA,NA,NA,2,1,NA,NA,3
"1406",202907,53,1,2,3,1,2,2,NA,2,1,2,NA,2
"1407",202910,62,1,1,2,2,2,2,NA,2,2,NA,NA,2
"1408",202914,64,1,1,3,1,2,2,2,2,1,2,NA,5
"1409",202919,32,1,2,5,1,2,2,2,2,2,NA,2,2
"1410",202927,40,1,2,6,2,2,2,2,2,2,1,2,2
"1411",202929,23,2,2,7,1,NA,NA,2,2,1,NA,2,3
"1412",202935,36,8,1,7,1,NA,NA,2,1,2,1,1,3
"1413",202941,31,1,2,6,1,1,2,2,2,1,2,2,3
"1414",202944,51,6,2,2,1,2,1,NA,2,8,NA,2,8
"1415",202945,42,1,1,5,2,2,2,2,1,1,1,2,4
"1416",202946,18,1,1,98,1,NA,NA,NA,1,1,1,2,1
"1417",202948,50,9,1,1,1,1,2,NA,1,2,NA,2,3
"1418",202954,18,1,1,6,1,2,2,NA,1,1,1,2,2
"1419",202955,28,1,2,98,1,1,1,2,1,1,1,2,5
"1420",202956,26,1,1,99,2,1,1,2,2,8,NA,2,4
"1421",202961,53,1,1,7,1,NA,NA,2,1,2,1,2,2
"1422",202962,72,1,1,98,2,NA,NA,NA,2,8,NA,2,2
"1423",202966,56,1,2,6,1,2,2,NA,2,1,1,NA,3
"1424",202967,27,1,1,98,1,2,2,2,2,1,1,1,4
"1425",202968,18,1,2,7,1,NA,NA,2,2,1,1,2,2
"1426",202971,36,2,1,1,2,2,2,NA,2,1,2,2,4
"1427",202974,27,1,1,7,2,NA,NA,1,1,1,1,2,3
"1428",202979,69,1,2,8,1,2,2,NA,1,2,NA,2,9
"1429",202980,40,1,1,7,2,2,2,2,1,1,2,2,1
"1430",202984,29,1,2,1,1,1,2,2,2,2,NA,1,5
"1431",202985,98,1,1,98,1,NA,NA,2,1,1,8,2,4
